utc	jobid	name	config	gpus	nodes	gpus_per_node	queue	wall	mem	mbs	ga	seq	steps	tokens_per_step	total_tokens	git_commit	config_sha256	cmdline
2026-09-20T06:40:12Z	1798195	cmix_400M_hybrid_sparse	configs/cmix/cmix_400M_hybrid_sparse.yml	8	2	4	preemptable	24:00	160G	2	8	4096	61035	524288	31999918080	dac514d3	5123b188af86b44f	submit_train.sh cmix_400M_hybrid_sparse configs/cmix/cmix_400M_hybrid_sparse.yml 8 preemptable 24:00 160G 
2026-09-20T06:40:13Z	1798196	cmix1B_12L_gptDense_32B	configs/cmix/cmix1B_12L_gptDense_32B.yml	8	2	4	preemptable	24:00	160G	2	8	4096	61035	524288	31999918080	dac514d3	1c58bb6f9587f801	submit_train.sh cmix1B_12L_gptDense_32B configs/cmix/cmix1B_12L_gptDense_32B.yml 8 preemptable 24:00 160G 
2026-09-20T06:40:13Z	1798197	cmix_134M_pure_32B_sparse	configs/cmix/cmix_134M_pure_32B_sparse.yml	8	2	4	preemptable	24:00	96G	2	4	4096	122070	262144	31999918080	dac514d3	9f483a0911ed4535	submit_train.sh cmix_134M_pure_32B_sparse configs/cmix/cmix_134M_pure_32B_sparse.yml 8 preemptable 24:00 96G 
2026-09-20T06:45:51Z	1798219	cmix1B_12L_gptDense_32B	configs/cmix/cmix1B_12L_gptDense_32B.yml	8	1	8	preemptable	04:00	160G	2	8	4096	61035	524288	31999918080	dac514d3	1c58bb6f9587f801	submit_train.sh cmix1B_12L_gptDense_32B configs/cmix/cmix1B_12L_gptDense_32B.yml 8 preemptable 04:00 160G 
2026-09-20T07:11:02Z	1798342	abl_G_400M_6G1x6E1x6E	configs/iclr_26/ablations/abl_G_400M_6G1x6E1x6E.yml	8	1	8	normal	24:00	160G	2	8	4096	61035	524288	31999918080	17a56324	c242c110a9e68216	submit_train.sh abl_G_400M_6G1x6E1x6E configs/iclr_26/ablations/abl_G_400M_6G1x6E1x6E.yml 8 normal 24:00 160G 
2026-09-20T07:37:43Z	1798570	abl_G_400M_6G1x6E1x6E_4gpu	configs/iclr_26/ablations/abl_G_400M_6G1x6E1x6E_4gpu.yml	4	1	4	normal	24:00	160G	2	16	4096	61035	524288	31999918080	17a56324	0771e49ec6f9724d	submit_train.sh abl_G_400M_6G1x6E1x6E_4gpu configs/iclr_26/ablations/abl_G_400M_6G1x6E1x6E_4gpu.yml 4 normal 24:00 160G 
2026-09-20T21:16:28Z	1809806	cmix_400M_hybrid_sparse	configs/cmix/cmix_400M_hybrid_sparse.yml	8	2	4	normal	24:00	160G	2	8	4096	61035	524288	31999918080	b70dacfa	5123b188af86b44f	submit_train.sh cmix_400M_hybrid_sparse configs/cmix/cmix_400M_hybrid_sparse.yml 8 normal 24:00 160G 
2026-09-20T21:48:48Z	1810260	cmix_400M_hybrid_sparse	configs/cmix/cmix_400M_hybrid_sparse.yml	8	2	4	normal	24:00	160G	2	8	4096	61035	524288	31999918080	b70dacfa	5123b188af86b44f	submit_train.sh cmix_400M_hybrid_sparse configs/cmix/cmix_400M_hybrid_sparse.yml 8 normal 24:00 160G 
2026-09-20T21:56:22Z	1810406	cmix_400M_hybrid_sparse	configs/cmix/cmix_400M_hybrid_sparse.yml	8	2	4	normal	24:00	160G	2	8	4096	61035	524288	31999918080	b70dacfa	5123b188af86b44f	submit_train.sh cmix_400M_hybrid_sparse configs/cmix/cmix_400M_hybrid_sparse.yml 8 normal 24:00 160G 
2026-09-20T22:48:23Z	1811959	cmix_400M_hybrid_sparse	configs/cmix/cmix_400M_hybrid_sparse.yml	8	2	4	normal	24:00	160G	2	8	4096	61035	524288	31999918080	e30919e2	5123b188af86b44f	submit_train.sh cmix_400M_hybrid_sparse configs/cmix/cmix_400M_hybrid_sparse.yml 8 normal 24:00 160G 
2026-09-21T03:55:01Z	1814665	cmix_400M_sandwich_sparse	configs/cmix/cmix_400M_sandwich_sparse.yml	8	2	4	normal	24:00	160G	1	16	4096	61035	524288	31999918080	118e1596	10f4d9bd025280fd	submit_train.sh cmix_400M_sandwich_sparse configs/cmix/cmix_400M_sandwich_sparse.yml 8 normal 24:00 160G 
2026-09-21T04:09:35Z	1814745	cmix_400M_sandwich_sparse	configs/cmix/cmix_400M_sandwich_sparse.yml	8	2	4	normal	24:00	160G	1	16	4096	61035	524288	31999918080	118e1596	10f4d9bd025280fd	submit_train.sh cmix_400M_sandwich_sparse configs/cmix/cmix_400M_sandwich_sparse.yml 8 normal 24:00 160G 
2026-09-21T04:45:07Z	1816581	abl_H_400M_6G6E_deep	configs/iclr_26/ablations/abl_H_400M_6G6E_deep.yml	8	2	4	normal	24:00	160G	2	8	4096	61035	524288	31999918080	118e1596	c28ba0490c2a7b53	submit_train.sh abl_H_400M_6G6E_deep configs/iclr_26/ablations/abl_H_400M_6G6E_deep.yml 8 normal 24:00 160G 
2026-09-21T04:45:08Z	1816582	abl_H_400M_6G6S_deep	configs/iclr_26/ablations/abl_H_400M_6G6S_deep.yml	8	2	4	normal	24:00	160G	2	8	4096	61035	524288	31999918080	118e1596	f51bdab2d2806788	submit_train.sh abl_H_400M_6G6S_deep configs/iclr_26/ablations/abl_H_400M_6G6S_deep.yml 8 normal 24:00 160G 
